bookingid,arrivalyear,arrivalmonth,arrivalweeknumber,arrivaldayofmonth,arrivalhour,weekendstays,weekdaystays,adults,children,babies,firsttimeguest,affiliatedcustomer,previousreservations,previousstays,previouscancellations,daysuntilconfirmation,onlinereservation,bookingchanges,bookingtoarrivaldays,parkingspacesbooked,specialrequests,partofgroup,orderedmealsperday,floorreserved,floorassigned,dailyrateeuros,dailyrateusd,percent_paid_in_advance,country_income_euros_y2,country_income_euros_y1,country_hdi_y1,totalstaydays,totalguests,childrenratio,babiesratio,hour,minute,arrivaltime,arrivaltimeofday,confirmationtoarrivaldays,isrepeatguest,incomechange
16721,2016,7,29,13,17.25,0,4,2,1,0,1,0,0,0,0,0,1,0,106,0,1,0,1,6,6,84.58,83.7342,0.0,40141.59,40833.24,0.898,4,3,0.3333333333333333,0.0,17,15,2016-07-13 17:15:00,afternoon,106,0,691.6500000000015
34969,2016,7,29,13,17.25,0,4,2,0,0,1,0,0,0,0,0,1,0,76,0,0,0,1,6,6,79.56,78.7644,0.0,28742.44,29668.86,0.842,4,2,0.0,0.0,17,15,2016-07-13 17:15:00,afternoon,76,0,926.4200000000019
23051,2016,7,29,13,18.0,0,4,2,0,0,1,0,0,0,0,0,1,0,107,0,1,0,2,6,6,139.5,138.105,0.0,40141.59,40833.24,0.898,4,2,0.0,0.0,18,0,2016-07-13 18:00:00,evening,107,0,691.6500000000015
23310,2016,7,29,13,18.0,0,4,3,0,0,1,0,0,0,0,0,1,0,84,0,0,0,1,3,3,137.7,136.32299999999998,0.0,26838.46,26902.53,0.866,4,3,0.0,0.0,18,0,2016-07-13 18:00:00,evening,84,0,64.06999999999971
29306,2016,7,29,13,18.0,1,4,2,0,0,1,0,0,0,0,0,1,0,240,0,0,0,1,6,6,90.95,90.04050000000001,0.0,40141.59,40833.24,0.898,5,2,0.0,0.0,18,0,2016-07-13 18:00:00,evening,240,0,691.6500000000015
31372,2016,7,29,13,18.25,0,3,2,0,0,1,0,0,0,0,0,1,0,146,0,1,0,0,6,6,94.5,93.555,0.0,34212.94,35436.81,0.901,3,2,0.0,0.0,18,15,2016-07-13 18:15:00,evening,146,0,1223.8699999999953
28412,2016,7,29,13,18.25,0,3,2,0,0,1,0,0,0,0,0,1,0,8,0,1,0,1,6,6,151.0,149.49,0.0,40141.59,40833.24,0.898,3,2,0.0,0.0,18,15,2016-07-13 18:15:00,evening,8,0,691.6500000000015
38964,2016,7,29,13,18.5,0,2,2,2,0,1,0,0,0,0,0,1,0,101,0,1,0,1,1,1,173.7,171.963,0.0,61902.13,63938.99,0.942,2,4,0.5,0.0,18,30,2016-07-13 18:30:00,evening,101,0,2036.8600000000006
18809,2016,7,29,13,18.5,2,5,3,0,0,1,0,0,0,0,0,1,0,136,0,0,0,2,6,6,178.5,176.715,0.0,61902.13,63938.99,0.942,7,3,0.0,0.0,18,30,2016-07-13 18:30:00,evening,136,0,2036.8600000000006
21774,2016,7,29,13,19.0,0,3,2,1,0,1,0,0,0,0,0,1,0,120,0,1,0,1,6,3,121.5,120.285,0.0,41259.0,42509.89,0.918,3,3,0.3333333333333333,0.0,19,0,2016-07-13 19:00:00,evening,120,0,1250.8899999999994
32922,2016,7,29,13,19.25,2,4,2,0,0,1,0,0,0,0,0,1,0,132,0,0,0,1,6,6,79.56,78.7644,0.0,13446.4,14455.0,0.743,6,2,0.0,0.0,19,15,2016-07-13 19:15:00,evening,132,0,1008.6000000000004
12968,2016,7,29,13,19.5,0,2,3,0,0,1,0,0,0,0,0,1,0,52,1,1,0,1,2,2,176.7,174.933,0.0,41757.4,42535.48,0.915,2,3,0.0,0.0,19,30,2016-07-13 19:30:00,evening,52,0,778.0800000000017
29494,2016,7,29,13,19.75,0,3,2,0,0,1,0,0,0,0,0,1,0,101,0,0,0,1,6,6,105.3,104.247,0.0,40141.59,40833.24,0.898,3,2,0.0,0.0,19,45,2016-07-13 19:45:00,evening,101,0,691.6500000000015
26086,2016,7,29,13,19.75,1,4,2,0,0,1,0,0,0,0,0,1,0,88,0,2,0,1,3,6,120.8,119.592,0.0,40141.59,40833.24,0.898,5,2,0.0,0.0,19,45,2016-07-13 19:45:00,evening,88,0,691.6500000000015
10288,2016,7,29,13,20.0,0,4,3,0,0,1,0,0,0,0,0,1,0,107,0,2,0,2,3,3,189.0,187.11,0.0,28742.44,29668.86,0.842,4,3,0.0,0.0,20,0,2016-07-13 20:00:00,evening,107,0,926.4200000000019
26673,2016,7,29,13,20.0,0,4,2,0,0,1,0,0,0,0,0,1,0,84,0,0,0,0,6,6,94.5,93.555,0.0,47011.55,47683.79,0.933,4,2,0.0,0.0,20,0,2016-07-13 20:00:00,evening,84,0,672.239999999998
36910,2016,7,29,13,20.25,0,4,2,0,0,1,0,0,0,0,0,1,0,71,0,0,0,1,6,6,79.56,78.7644,0.0,40141.59,40833.24,0.898,4,2,0.0,0.0,20,15,2016-07-13 20:15:00,evening,71,0,691.6500000000015
29025,2016,7,29,13,20.25,0,2,2,1,0,1,0,0,0,0,0,1,0,31,0,3,0,1,6,6,152.1,150.57899999999998,0.0,33525.74,34912.48,0.885,2,3,0.3333333333333333,0.0,20,15,2016-07-13 20:15:00,evening,31,0,1386.7400000000052
23421,2016,7,29,13,20.5,0,3,2,0,0,1,0,0,0,0,0,1,0,90,0,1,0,2,6,6,102.25,101.2275,0.0,33525.74,34912.48,0.885,3,2,0.0,0.0,20,30,2016-07-13 20:30:00,evening,90,0,1386.7400000000052
11569,2016,7,29,13,20.75,0,4,2,0,0,1,0,0,0,0,0,1,0,133,0,1,0,1,6,6,81.25,80.4375,0.0,41259.0,42509.89,0.918,4,2,0.0,0.0,20,45,2016-07-13 20:45:00,evening,133,0,1250.8899999999994
19690,2016,7,29,13,21.0,0,3,2,0,0,1,0,0,0,0,0,1,1,169,0,1,0,0,6,6,94.5,93.555,0.0,61902.13,63938.99,0.942,3,2,0.0,0.0,21,0,2016-07-13 21:00:00,evening,169,0,2036.8600000000006
39170,2016,7,29,13,21.25,0,1,1,2,0,1,0,0,0,0,0,1,0,143,0,0,0,1,6,6,106.03,104.9697,0.0,28742.44,29668.86,0.842,1,3,0.6666666666666666,0.0,21,15,2016-07-13 21:15:00,evening,143,0,926.4200000000019
11603,2016,7,29,13,21.25,2,7,2,1,0,1,0,0,0,0,0,1,0,139,0,0,0,1,6,6,86.92,86.0508,0.0,28742.44,29668.86,0.842,9,3,0.3333333333333333,0.0,21,15,2016-07-13 21:15:00,evening,139,0,926.4200000000019
21678,2016,7,29,13,21.75,2,7,2,0,0,1,0,0,0,0,0,1,0,193,0,0,0,1,6,6,90.95,90.04050000000001,0.0,47011.55,47683.79,0.933,9,2,0.0,0.0,21,45,2016-07-13 21:45:00,evening,193,0,672.239999999998
14392,2016,7,29,13,21.75,0,2,3,0,0,1,0,0,0,0,0,1,0,94,0,0,0,1,3,3,137.7,136.32299999999998,0.0,55032.96,56803.47,0.92,2,3,0.0,0.0,21,45,2016-07-13 21:45:00,evening,94,0,1770.510000000002
30126,2016,7,29,13,22.0,2,4,2,0,0,1,0,0,0,0,0,1,0,50,0,0,0,1,6,6,79.56,78.7644,0.0,28742.44,29668.86,0.842,6,2,0.0,0.0,22,0,2016-07-13 22:00:00,evening,50,0,926.4200000000019
32952,2016,7,29,13,22.0,0,4,3,0,0,1,0,0,0,0,0,1,0,74,0,3,0,1,3,3,137.7,136.32299999999998,0.0,47011.55,47683.79,0.933,4,3,0.0,0.0,22,0,2016-07-13 22:00:00,evening,74,0,672.239999999998
26871,2016,7,29,13,22.25,0,4,2,0,0,1,0,0,0,0,0,1,0,85,0,0,0,0,6,6,94.5,93.555,0.0,36194.87,36909.33,0.876,4,2,0.0,0.0,22,15,2016-07-13 22:15:00,evening,85,0,714.4599999999991
16884,2016,7,29,13,22.25,1,4,2,0,0,1,0,0,0,0,0,1,0,126,0,2,0,2,3,6,144.5,143.055,0.0,40141.59,40833.24,0.898,5,2,0.0,0.0,22,15,2016-07-13 22:15:00,evening,126,0,691.6500000000015
15483,2016,7,29,13,22.5,0,4,2,0,0,1,0,0,0,0,0,1,0,133,0,1,0,1,6,6,72.25,71.5275,0.0,41259.0,42509.89,0.918,4,2,0.0,0.0,22,30,2016-07-13 22:30:00,evening,133,0,1250.8899999999994
38683,2016,7,29,13,23.25,0,3,1,0,0,1,0,0,0,0,0,1,0,169,0,1,0,0,6,6,103.5,102.465,0.0,61902.13,63938.99,0.942,3,1,0.0,0.0,23,15,2016-07-13 23:15:00,evening,169,0,2036.8600000000006
20624,2016,7,29,13,23.5,1,4,2,0,0,1,0,0,0,0,0,1,0,141,0,2,0,1,6,6,72.25,71.5275,0.0,47011.55,47683.79,0.933,5,2,0.0,0.0,23,30,2016-07-13 23:30:00,evening,141,0,672.239999999998
36076,2016,7,29,13,23.5,2,5,2,0,0,1,0,0,0,0,0,1,1,101,0,0,0,1,6,6,97.75,96.7725,0.0,40141.59,40833.24,0.898,7,2,0.0,0.0,23,30,2016-07-13 23:30:00,evening,101,0,691.6500000000015
33545,2016,7,29,13,23.75,0,3,2,0,0,1,0,0,0,0,0,1,0,111,0,0,0,1,6,6,72.25,71.5275,0.0,40141.59,40833.24,0.898,3,2,0.0,0.0,23,45,2016-07-13 23:45:00,evening,111,0,691.6500000000015
16434,2016,7,29,14,14.25,0,2,2,0,0,1,0,0,0,0,0,1,0,74,0,1,0,1,6,6,89.25,88.3575,0.0,47011.55,47683.79,0.933,2,2,0.0,0.0,14,15,2016-07-14 14:15:00,afternoon,74,0,672.239999999998
39234,2016,7,29,14,14.75,2,8,3,0,0,1,0,0,0,0,0,1,0,151,0,1,0,1,3,3,131.75,130.4325,0.0,28742.44,29668.86,0.842,10,3,0.0,0.0,14,45,2016-07-14 14:45:00,afternoon,151,0,926.4200000000019
17439,2016,7,29,14,14.75,0,1,2,2,0,1,0,0,0,0,0,0,0,0,1,2,0,1,2,2,176.8,175.032,0.0,21069.23,21300.98,0.8,1,4,0.5,0.0,14,45,2016-07-14 14:45:00,afternoon,0,0,231.75
21061,2016,7,29,14,14.75,1,3,3,0,0,1,0,0,0,0,0,1,0,70,0,2,0,1,0,0,165.63,163.9737,0.0,47011.55,47683.79,0.933,4,3,0.0,0.0,14,45,2016-07-14 14:45:00,afternoon,70,0,672.239999999998
16003,2016,7,29,14,14.75,0,2,2,0,0,1,0,0,0,0,0,1,0,111,0,1,0,1,6,6,105.3,104.247,0.0,13446.4,14455.0,0.743,2,2,0.0,0.0,14,45,2016-07-14 14:45:00,afternoon,111,0,1008.6000000000004
20277,2016,7,29,14,15.0,0,1,2,1,0,1,0,0,0,0,0,1,0,4,0,1,0,1,6,6,151.0,149.49,0.0,55032.96,56803.47,0.92,1,3,0.3333333333333333,0.0,15,0,2016-07-14 15:00:00,afternoon,4,0,1770.510000000002
15293,2016,7,29,14,15.0,1,3,2,1,0,1,0,0,0,0,0,1,0,30,0,1,0,0,6,6,88.56,87.6744,0.0,28742.44,29668.86,0.842,4,3,0.3333333333333333,0.0,15,0,2016-07-14 15:00:00,afternoon,30,0,926.4200000000019
12738,2016,7,29,14,15.5,0,3,2,0,0,1,0,0,0,0,0,1,2,141,0,1,0,0,6,6,103.5,102.465,0.0,13446.4,14455.0,0.743,3,2,0.0,0.0,15,30,2016-07-14 15:30:00,afternoon,141,0,1008.6000000000004
35222,2016,7,29,14,15.5,0,2,2,0,0,1,0,0,0,0,0,1,0,16,0,1,0,1,6,6,160.0,158.4,0.0,33525.74,34912.48,0.885,2,2,0.0,0.0,15,30,2016-07-14 15:30:00,afternoon,16,0,1386.7400000000052
33465,2016,7,29,14,15.75,0,1,3,0,0,1,0,0,0,0,0,1,0,43,0,0,0,1,3,3,168.3,166.61700000000002,0.0,55781.77,57235.19,0.927,1,3,0.0,0.0,15,45,2016-07-14 15:45:00,afternoon,43,0,1453.4200000000055
23768,2016,7,29,14,16.0,0,3,2,0,0,1,0,0,0,0,0,1,0,5,0,1,0,0,6,6,139.0,137.61,0.0,40141.59,40833.24,0.898,3,2,0.0,0.0,16,0,2016-07-14 16:00:00,afternoon,5,0,691.6500000000015
33494,2016,7,29,14,16.25,0,3,2,0,0,1,0,0,0,0,0,1,0,171,0,1,0,1,6,6,105.3,104.247,0.0,48799.72,49879.27,0.903,3,2,0.0,0.0,16,15,2016-07-14 16:15:00,afternoon,171,0,1079.5499999999956
11267,2016,7,29,14,17.0,0,2,2,0,0,1,0,0,0,0,0,1,0,64,0,0,0,2,3,3,153.0,151.47,0.0,47011.55,47683.79,0.933,2,2,0.0,0.0,17,0,2016-07-14 17:00:00,afternoon,64,0,672.239999999998
10060,2016,7,29,14,17.0,0,3,2,0,0,1,0,0,0,0,0,1,0,97,0,1,0,1,6,6,90.08,89.1792,0.0,16358.39,15813.86,0.757,3,2,0.0,0.0,17,0,2016-07-14 17:00:00,afternoon,97,0,-544.5299999999988
36370,2016,7,29,14,17.0,0,2,3,0,0,1,0,0,0,0,0,1,0,116,0,1,0,1,3,3,137.7,136.32299999999998,0.0,41259.0,42509.89,0.918,2,3,0.0,0.0,17,0,2016-07-14 17:00:00,afternoon,116,0,1250.8899999999994
20855,2016,7,29,14,17.5,0,3,2,0,0,1,0,0,0,0,0,1,2,141,0,1,0,0,6,6,94.5,93.555,0.0,13446.4,14455.0,0.743,3,2,0.0,0.0,17,30,2016-07-14 17:30:00,afternoon,141,0,1008.6000000000004
35789,2016,7,29,14,17.5,0,2,2,1,0,1,0,0,0,0,0,1,0,86,0,1,0,1,6,6,121.5,120.285,0.0,28742.44,29668.86,0.842,2,3,0.3333333333333333,0.0,17,30,2016-07-14 17:30:00,afternoon,86,0,926.4200000000019
21660,2016,7,29,14,17.75,2,8,2,0,0,1,0,0,0,0,0,1,0,150,0,1,0,1,6,6,101.15,100.1385,0.0,40141.59,40833.24,0.898,10,2,0.0,0.0,17,45,2016-07-14 17:45:00,afternoon,150,0,691.6500000000015
29428,2016,7,29,14,18.0,0,3,2,0,0,1,0,0,0,0,0,1,0,157,0,0,0,1,6,3,112.0,110.88,0.0,28742.44,29668.86,0.842,3,2,0.0,0.0,18,0,2016-07-14 18:00:00,evening,157,0,926.4200000000019
10549,2016,7,29,14,18.25,2,5,2,0,0,1,0,0,0,0,0,1,0,162,0,0,0,0,6,6,86.82,85.95179999999999,0.0,41259.0,42509.89,0.918,7,2,0.0,0.0,18,15,2016-07-14 18:15:00,evening,162,0,1250.8899999999994
16961,2016,7,29,14,18.5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,140.0,138.6,0.0,28742.44,29668.86,0.842,1,1,0.0,0.0,18,30,2016-07-14 18:30:00,evening,0,0,926.4200000000019
29414,2016,7,29,14,18.75,0,3,2,0,0,1,0,0,0,0,0,1,0,65,0,0,0,1,2,2,139.5,138.105,0.0,28742.44,29668.86,0.842,3,2,0.0,0.0,18,45,2016-07-14 18:45:00,evening,65,0,926.4200000000019
32859,2016,7,29,14,18.75,0,1,3,0,0,1,0,0,0,0,0,1,0,57,1,1,0,1,3,2,146.7,145.23299999999998,0.0,37260.63,37475.18,0.914,1,3,0.0,0.0,18,45,2016-07-14 18:45:00,evening,57,0,214.5500000000029
39374,2016,7,29,14,19.0,0,3,2,1,0,1,0,0,0,0,0,1,0,11,0,1,0,1,6,6,164.0,162.36,0.0,28742.44,29668.86,0.842,3,3,0.3333333333333333,0.0,19,0,2016-07-14 19:00:00,evening,11,0,926.4200000000019
27734,2016,7,29,14,19.0,0,1,1,0,0,1,0,0,0,0,0,0,0,28,1,0,0,1,6,6,67.0,66.33,0.0,28742.44,29668.86,0.842,1,1,0.0,0.0,19,0,2016-07-14 19:00:00,evening,28,0,926.4200000000019
34847,2016,7,29,14,19.25,2,8,2,0,0,1,0,0,0,0,0,1,0,122,0,1,0,1,6,6,101.15,100.1385,0.0,48799.72,49879.27,0.903,10,2,0.0,0.0,19,15,2016-07-14 19:15:00,evening,122,0,1079.5499999999956
22186,2016,7,29,14,19.75,0,2,2,2,0,1,0,0,0,0,0,1,0,60,0,0,0,1,1,1,177.3,175.52700000000002,0.0,40141.59,40833.24,0.898,2,4,0.5,0.0,19,45,2016-07-14 19:45:00,evening,60,0,691.6500000000015
19353,2016,7,29,14,19.75,0,3,3,0,0,1,0,0,0,0,0,1,0,103,0,1,0,1,3,3,137.7,136.32299999999998,0.0,41757.4,42535.48,0.915,3,3,0.0,0.0,19,45,2016-07-14 19:45:00,evening,103,0,778.0800000000017
17463,2016,7,29,14,20.0,0,3,2,0,0,1,0,0,0,0,0,1,0,112,0,0,0,1,6,6,105.3,104.247,0.0,47901.45,49058.5,0.926,3,2,0.0,0.0,20,0,2016-07-14 20:00:00,evening,112,0,1157.050000000003
25405,2016,7,29,14,20.5,2,4,2,1,0,1,0,0,0,0,0,1,0,132,0,0,0,1,6,6,114.75,113.6025,0.0,40141.59,40833.24,0.898,6,3,0.3333333333333333,0.0,20,30,2016-07-14 20:30:00,evening,132,0,691.6500000000015
34379,2016,7,29,14,20.5,0,3,2,0,0,1,0,0,0,0,0,1,0,162,0,1,0,1,6,3,112.0,110.88,0.0,40141.59,40833.24,0.898,3,2,0.0,0.0,20,30,2016-07-14 20:30:00,evening,162,0,691.6500000000015
13977,2016,7,29,14,21.0,2,5,2,0,0,1,0,0,0,0,0,1,0,9,0,1,0,1,3,3,160.29,158.6871,0.0,41259.0,42509.89,0.918,7,2,0.0,0.0,21,0,2016-07-14 21:00:00,evening,9,0,1250.8899999999994
30512,2016,7,29,14,21.0,2,4,2,0,0,1,0,0,0,0,0,1,0,95,0,1,0,1,3,3,118.8,117.612,0.0,47045.65,48975.0,0.929,6,2,0.0,0.0,21,0,2016-07-14 21:00:00,evening,95,0,1929.3499999999985
17074,2016,7,29,14,21.0,0,3,2,0,0,1,0,0,0,0,0,1,0,73,0,0,0,1,6,6,85.0,84.15,0.0,55032.96,56803.47,0.92,3,2,0.0,0.0,21,0,2016-07-14 21:00:00,evening,73,0,1770.510000000002
11552,2016,7,29,14,21.25,2,8,3,0,0,1,0,0,0,0,0,1,0,150,0,2,0,1,3,3,131.75,130.4325,0.0,40141.59,40833.24,0.898,10,3,0.0,0.0,21,15,2016-07-14 21:15:00,evening,150,0,691.6500000000015
37610,2016,7,29,14,21.75,0,2,2,2,0,1,0,0,0,0,0,1,0,92,0,0,0,1,1,1,177.3,175.52700000000002,0.0,55032.96,56803.47,0.92,2,4,0.5,0.0,21,45,2016-07-14 21:45:00,evening,92,0,1770.510000000002
39028,2016,7,29,14,22.25,0,3,2,0,0,1,0,0,0,0,0,1,0,94,0,0,0,1,6,6,105.3,104.247,0.0,40141.59,40833.24,0.898,3,2,0.0,0.0,22,15,2016-07-14 22:15:00,evening,94,0,691.6500000000015
28205,2016,7,29,14,22.5,0,3,3,0,0,1,0,0,0,0,0,1,0,127,0,1,0,1,6,6,96.9,95.931,0.0,28742.44,29668.86,0.842,3,3,0.0,0.0,22,30,2016-07-14 22:30:00,evening,127,0,926.4200000000019
17595,2016,7,29,14,22.75,0,3,2,0,0,1,0,0,0,0,0,1,0,160,0,0,0,0,6,6,94.5,93.555,0.0,41259.0,42509.89,0.918,3,2,0.0,0.0,22,45,2016-07-14 22:45:00,evening,160,0,1250.8899999999994
27571,2016,7,29,14,23.0,0,1,1,0,0,1,0,0,0,0,0,1,0,60,0,0,0,1,3,3,124.2,122.958,0.0,7199.25,7096.6,0.572,1,1,0.0,0.0,23,0,2016-07-14 23:00:00,evening,60,0,-102.64999999999964
12891,2016,7,29,14,23.5,1,3,2,0,0,1,0,0,0,0,0,1,0,91,0,0,0,1,3,3,118.8,117.612,0.0,40141.59,40833.24,0.898,4,2,0.0,0.0,23,30,2016-07-14 23:30:00,evening,91,0,691.6500000000015
37049,2016,7,29,14,23.5,0,3,2,0,0,1,0,0,0,0,0,1,0,162,0,0,0,1,6,3,112.0,110.88,0.0,40141.59,40833.24,0.898,3,2,0.0,0.0,23,30,2016-07-14 23:30:00,evening,162,0,691.6500000000015
15469,2016,7,29,14,23.5,0,3,2,0,0,1,0,0,0,0,0,1,0,141,1,1,0,0,6,6,103.5,102.465,0.0,33525.74,34912.48,0.885,3,2,0.0,0.0,23,30,2016-07-14 23:30:00,evening,141,0,1386.7400000000052
23687,2016,7,29,14,23.5,0,2,2,1,0,1,0,0,0,0,0,1,0,120,0,0,0,1,6,6,121.5,120.285,0.0,33525.74,34912.48,0.885,2,3,0.3333333333333333,0.0,23,30,2016-07-14 23:30:00,evening,120,0,1386.7400000000052
35791,2016,7,29,14,23.75,0,3,2,0,0,1,0,0,0,0,0,1,0,155,0,0,0,1,6,3,112.0,110.88,0.0,40141.59,40833.24,0.898,3,2,0.0,0.0,23,45,2016-07-14 23:45:00,evening,155,0,691.6500000000015
29265,2016,7,29,15,14.0,2,2,3,0,0,1,0,0,0,0,0,1,0,135,0,2,0,0,6,6,92.28,91.3572,0.0,28742.44,29668.86,0.842,4,3,0.0,0.0,14,0,2016-07-15 14:00:00,afternoon,135,0,926.4200000000019
35286,2016,7,29,15,14.0,2,5,2,0,0,1,0,0,0,0,0,1,0,103,0,1,0,1,6,6,106.59,105.5241,0.0,47901.45,49058.5,0.926,7,2,0.0,0.0,14,0,2016-07-15 14:00:00,afternoon,103,0,1157.050000000003
30004,2016,7,29,15,14.0,0,1,3,0,0,1,0,0,0,0,0,1,0,51,0,1,0,1,3,3,137.7,136.32299999999998,0.0,28742.44,29668.86,0.842,1,3,0.0,0.0,14,0,2016-07-15 14:00:00,afternoon,51,0,926.4200000000019
12746,2016,7,29,15,14.25,2,2,2,0,0,1,0,0,0,0,0,1,0,140,0,0,0,1,6,6,99.45,98.4555,0.0,51067.98,69056.05,0.929,4,2,0.0,0.0,14,15,2016-07-15 14:15:00,afternoon,140,0,17988.07
26004,2016,7,29,15,14.5,0,1,2,1,0,1,0,0,0,0,0,1,0,101,0,3,0,1,6,6,121.5,120.285,0.0,61902.13,63938.99,0.942,1,3,0.3333333333333333,0.0,14,30,2016-07-15 14:30:00,afternoon,101,0,2036.8600000000006
36914,2016,7,29,15,15.0,1,2,2,0,0,1,0,0,0,0,0,1,0,8,0,0,0,1,6,6,154.33,152.78670000000002,0.0,49233.22,50302.07,0.926,3,2,0.0,0.0,15,0,2016-07-15 15:00:00,afternoon,8,0,1068.8499999999985
28711,2016,7,29,15,15.25,0,1,3,0,0,1,0,0,0,0,0,1,0,9,0,1,0,1,3,3,197.0,195.03,0.0,40141.59,40833.24,0.898,1,3,0.0,0.0,15,15,2016-07-15 15:15:00,afternoon,9,0,691.6500000000015
19155,2016,7,29,15,16.25,2,3,2,0,0,1,0,0,0,0,0,1,2,59,0,0,0,1,2,2,82.83,82.0017,0.0,101297.58,103750.78,0.899,5,2,0.0,0.0,16,15,2016-07-15 16:15:00,afternoon,59,0,2453.199999999997
11705,2016,7,29,15,16.5,1,2,3,0,0,1,0,0,0,0,0,1,0,161,0,1,0,1,6,6,96.9,95.931,0.0,47011.55,47683.79,0.933,3,3,0.0,0.0,16,30,2016-07-15 16:30:00,afternoon,161,0,672.239999999998
20095,2016,7,29,15,18.0,2,5,1,0,0,1,0,0,0,0,0,1,0,153,0,0,0,1,6,6,90.46,89.55539999999999,0.0,51067.98,69056.05,0.929,7,1,0.0,0.0,18,0,2016-07-15 18:00:00,evening,153,0,17988.07
16181,2016,7,29,15,18.0,0,1,3,0,0,1,0,0,0,0,0,1,0,60,0,1,0,1,3,3,137.7,136.32299999999998,0.0,28742.44,29668.86,0.842,1,3,0.0,0.0,18,0,2016-07-15 18:00:00,evening,60,0,926.4200000000019
31021,2016,7,29,15,18.75,0,2,1,0,0,1,0,0,0,0,0,1,2,83,0,1,0,0,6,6,77.0,76.23,0.0,28742.44,29668.86,0.842,2,1,0.0,0.0,18,45,2016-07-15 18:45:00,evening,83,0,926.4200000000019
27857,2016,7,29,15,19.0,1,2,1,0,0,1,0,0,0,0,0,1,0,83,0,1,0,1,3,3,118.8,117.612,0.0,41259.0,42509.89,0.918,3,1,0.0,0.0,19,0,2016-07-15 19:00:00,evening,83,0,1250.8899999999994
12024,2016,7,29,15,19.25,1,2,3,0,0,1,0,0,0,0,0,1,0,40,0,1,0,1,3,3,174.3,172.55700000000002,0.0,44929.69,46213.27,0.913,3,3,0.0,0.0,19,15,2016-07-15 19:15:00,evening,40,0,1283.5799999999945
27807,2016,7,29,15,19.25,0,1,2,0,0,1,0,0,0,0,0,1,0,151,0,1,0,1,6,6,105.3,104.247,0.0,40141.59,40833.24,0.898,1,2,0.0,0.0,19,15,2016-07-15 19:15:00,evening,151,0,691.6500000000015
29396,2016,7,29,15,20.0,0,1,2,0,0,1,0,0,0,0,0,1,0,51,0,0,0,0,6,6,94.5,93.555,0.0,47045.65,48975.0,0.929,1,2,0.0,0.0,20,0,2016-07-15 20:00:00,evening,51,0,1929.3499999999985
34619,2016,7,29,15,20.0,2,2,2,0,0,1,0,0,0,0,0,1,0,80,0,0,0,1,6,6,72.25,71.5275,0.0,28742.44,29668.86,0.842,4,2,0.0,0.0,20,0,2016-07-15 20:00:00,evening,80,0,926.4200000000019
17553,2016,7,29,15,20.0,0,1,2,2,0,1,0,0,0,0,0,1,0,131,0,0,0,1,1,1,177.3,175.52700000000002,0.0,36194.87,36909.33,0.876,1,4,0.5,0.0,20,0,2016-07-15 20:00:00,evening,131,0,714.4599999999991
30095,2016,7,29,15,20.25,0,1,1,0,0,1,0,0,0,0,0,1,0,92,0,1,0,1,6,6,99.9,98.901,0.0,28742.44,29668.86,0.842,1,1,0.0,0.0,20,15,2016-07-15 20:15:00,evening,92,0,926.4200000000019
37470,2016,7,29,15,20.5,0,1,2,0,0,1,0,0,0,0,0,1,1,194,0,0,0,1,5,5,86.75,85.8825,0.0,61902.13,63938.99,0.942,1,2,0.0,0.0,20,30,2016-07-15 20:30:00,evening,194,0,2036.8600000000006
26685,2016,7,29,15,21.0,2,5,2,2,0,1,0,0,0,0,0,1,0,4,0,1,0,1,2,2,133.41,132.0759,0.0,33525.74,34912.48,0.885,7,4,0.5,0.0,21,0,2016-07-15 21:00:00,evening,4,0,1386.7400000000052
27363,2016,7,29,15,21.0,0,1,3,0,0,1,0,0,0,0,0,1,0,36,0,1,0,1,3,3,168.3,166.61700000000002,0.0,48799.72,49879.27,0.903,1,3,0.0,0.0,21,0,2016-07-15 21:00:00,evening,36,0,1079.5499999999956
19034,2016,7,29,15,21.0,2,4,2,0,0,1,0,0,0,0,0,1,0,144,0,0,0,0,6,6,89.25,88.3575,0.0,41259.0,42509.89,0.918,6,2,0.0,0.0,21,0,2016-07-15 21:00:00,evening,144,0,1250.8899999999994
14774,2016,7,29,15,21.25,1,2,2,0,0,1,0,0,0,0,0,1,0,26,0,1,0,1,6,6,151.0,149.49,0.0,28742.44,29668.86,0.842,3,2,0.0,0.0,21,15,2016-07-15 21:15:00,evening,26,0,926.4200000000019
36995,2016,7,29,15,21.25,3,7,2,0,0,1,0,0,0,0,0,1,0,200,0,1,0,1,6,6,90.95,90.04050000000001,0.0,41259.0,42509.89,0.918,10,2,0.0,0.0,21,15,2016-07-15 21:15:00,evening,200,0,1250.8899999999994
26133,2016,7,29,15,21.75,0,1,2,0,0,1,0,0,0,0,0,1,0,106,0,0,0,0,6,6,94.5,93.555,0.0,40141.59,40833.24,0.898,1,2,0.0,0.0,21,45,2016-07-15 21:45:00,evening,106,0,691.6500000000015
13769,2016,7,29,15,22.0,0,1,2,0,0,1,0,0,0,0,0,1,2,101,0,2,0,0,6,6,94.5,93.555,0.0,61902.13,63938.99,0.942,1,2,0.0,0.0,22,0,2016-07-15 22:00:00,evening,101,0,2036.8600000000006
